,RC_ID,RC_Name,Classification,tr_retailN,Region,Country,AverageIMD,IMDRegional,diff_IMDRegional,r_IMDRegional,IMDNational,diff_IMDNational,r_IMDNational,whichCentroid
391,RC_EW_2442,The Exchange Mall; Redbridge (London; England),Large Retail Park,51,London,England,24.40925,21.49842441,2.910825595,MORE DEPRIVED,21.66939261,2.739857386,MORE DEPRIVED,Population-Weighted
392,RC_EW_2445,The Exchange Mall; Redbridge (London; England) - 1,Small Retail Park,19,London,England,22.52325,21.49842441,1.024825595,MORE DEPRIVED,21.66939261,0.853857386,MORE DEPRIVED,Population-Weighted
393,RC_EW_2451,Fore Street; Upper Edmonton; Enfield (London; England),District Centre,162,London,England,40.0483,21.49842441,18.54987559,MORE DEPRIVED,21.66939261,18.37890739,MORE DEPRIVED,Population-Weighted
394,RC_EW_246,Forest Retail Park; Breckland (East of England; England),Small Retail Park,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,RC_EW_2464,Tottenham Hale Retail Park; Haringey (London; England),Large Retail Park,32,London,England,40.53583333,21.49842441,19.03740893,MORE DEPRIVED,21.66939261,18.86644072,MORE DEPRIVED,Population-Weighted
396,RC_EW_2465,High Road; Tottenham; Haringey (London; England),District Centre,208,London,England,37.34227273,21.49842441,15.84384832,MORE DEPRIVED,21.66939261,15.67288011,MORE DEPRIVED,Population-Weighted
397,RC_EW_2467,West Green Road; Tottenham; Haringey (London; England),District Centre,165,London,England,38.2524,21.49842441,16.75397559,MORE DEPRIVED,21.66939261,16.58300739,MORE DEPRIVED,Population-Weighted
398,RC_EW_2471,Stamford Hill; South Tottenham; Hackney (London; England),Local Centre,115,London,England,30.672625,21.49842441,9.174200595,MORE DEPRIVED,21.66939261,9.003232386,MORE DEPRIVED,Population-Weighted
399,RC_EW_2472,Cork Tree Retail Park; Waltham Forest (London; England),Small Retail Park,23,London,England,34.2495,21.49842441,12.75107559,MORE DEPRIVED,21.66939261,12.58010739,MORE DEPRIVED,Population-Weighted
400,RC_EW_2474,Edmonton; Enfield (London; England),District Centre,161,London,England,38.8738,21.49842441,17.37537559,MORE DEPRIVED,21.66939261,17.20440739,MORE DEPRIVED,Population-Weighted
401,RC_EW_2478,Old Church Road; Highams Park; Waltham Forest (London; England),District Centre,156,London,England,20.94925,21.49842441,-0.549174405,LESS DEPRIVED,21.66939261,-0.720142614,LESS DEPRIVED,Population-Weighted
402,RC_EW_248,Thetford; Breckland (East of England; England),Local Centre,138,East of England,England,23.112,17.34827615,5.763723852,MORE DEPRIVED,21.66939261,1.442607386,MORE DEPRIVED,Population-Weighted
403,RC_EW_2481,Westfield Stratford City; Newham (London; England),Large Shopping Centre,375,London,England,28.49625,21.49842441,6.997825595,MORE DEPRIVED,21.66939261,6.826857386,MORE DEPRIVED,Population-Weighted
404,RC_EW_2483,Leyton Mills Retail Park; Waltham Forest (London; England),Small Retail Park,2,London,England,24.3625,21.49842441,2.864075595,MORE DEPRIVED,21.66939261,2.693107386,MORE DEPRIVED,Population-Weighted
405,RC_EW_2484,High Road Leyton; Temple Mills; Waltham Forest (London; England),Local Centre,137,London,England,23.28563636,21.49842441,1.787211958,MORE DEPRIVED,21.66939261,1.61624375,MORE DEPRIVED,Population-Weighted
406,RC_EW_2486,The Stratford Centre; Stratford; Newham (London; England),District Centre,327,London,England,28.71233333,21.49842441,7.213908928,MORE DEPRIVED,21.66939261,7.04294072,MORE DEPRIVED,Population-Weighted
407,RC_EW_2489,Burberry Factory Outlet London; Hackney (London; England),Large Shopping Centre,224,London,England,34.53687879,21.49842441,13.03845438,MORE DEPRIVED,21.66939261,12.86748617,MORE DEPRIVED,Population-Weighted
408,RC_EW_2490,Lower Clapton Road; Lower Clapton; Hackney (London; England),Local Centre,100,London,England,32.60671429,21.49842441,11.10828988,MORE DEPRIVED,21.66939261,10.93732167,MORE DEPRIVED,Population-Weighted
409,RC_EW_2498,Roman Road; Bow; Tower Hamlets (London; England),District Centre,188,London,England,27.4114,21.49842441,5.912975595,MORE DEPRIVED,21.66939261,5.742007386,MORE DEPRIVED,Population-Weighted
410,RC_EW_2502,Hoe Street; Leyton; Waltham Forest (London; England),District Centre,219,London,England,27.02157143,21.49842441,5.523147023,MORE DEPRIVED,21.66939261,5.352178815,MORE DEPRIVED,Population-Weighted
411,RC_EW_2504,Lea Bridge Road; Leyton; Waltham Forest (London; England),Local Centre,126,London,England,32.02018182,21.49842441,10.52175741,MORE DEPRIVED,21.66939261,10.3507892,MORE DEPRIVED,Population-Weighted
412,RC_EW_2508,High Road Leytonstone; Stratford New Town; Newham (London; England),Local Centre,134,London,England,27.46569231,21.49842441,5.967267902,MORE DEPRIVED,21.66939261,5.796299694,MORE DEPRIVED,Population-Weighted
413,RC_EW_251,Dereham; Breckland (East of England; England),Town Centre,213,East of England,England,24.765,17.34827615,7.416723852,MORE DEPRIVED,21.66939261,3.095607386,MORE DEPRIVED,Population-Weighted
414,RC_EW_2520,Loughton; Epping Forest (East of England; England),Town Centre,163,East of England,England,7.525875,17.34827615,-9.822401148,LESS DEPRIVED,21.66939261,-14.14351761,LESS DEPRIVED,Population-Weighted
415,RC_EW_2523,High Road; Chadwell Heath; Barking and Dagenham (London; England),District Centre,182,London,England,23.2122,21.49842441,1.713775595,MORE DEPRIVED,21.66939261,1.542807386,MORE DEPRIVED,Population-Weighted
416,RC_EW_2524,Goodmayes Road; Goodmayes; Redbridge (London; England),District Centre,160,London,England,20.42275,21.49842441,-1.075674405,LESS DEPRIVED,21.66939261,-1.246642614,LESS DEPRIVED,Population-Weighted
417,RC_EW_2526,Green Lane; Goodmayes; Redbridge (London; England),Local Centre,109,London,England,32.086875,21.49842441,10.58845059,MORE DEPRIVED,21.66939261,10.41748239,MORE DEPRIVED,Population-Weighted
418,RC_EW_253,Market Street; Wymondham; South Norfolk (East of England; England),Local Centre,143,East of England,England,16.923,17.34827615,-0.425276148,LESS DEPRIVED,21.66939261,-4.746392614,LESS DEPRIVED,Population-Weighted
419,RC_EW_2544,Hainault Underground Shopping Area; Redbridge (London; England),Small Retail Park,16,East of England,England,26.987,17.34827615,9.638723852,MORE DEPRIVED,21.66939261,5.317607386,MORE DEPRIVED,Population-Weighted
420,RC_EW_2544,Hainault Underground Shopping Area; Redbridge (London; England),Small Retail Park,16,London,England,19.0272,21.49842441,-2.471224405,LESS DEPRIVED,21.66939261,-2.642192614,LESS DEPRIVED,Population-Weighted
421,RC_EW_2545,Station Road; Chingford; Waltham Forest (London; England),District Centre,152,London,England,12.24066667,21.49842441,-9.257757739,LESS DEPRIVED,21.66939261,-9.428725947,LESS DEPRIVED,Population-Weighted
422,RC_EW_2549,Crayford High Street; Crayford; Bexley (London; England),Local Centre,132,London,England,17.60575,21.49842441,-3.892674405,LESS DEPRIVED,21.66939261,-4.063642614,LESS DEPRIVED,Population-Weighted
423,RC_EW_255,Market Place; Swaffham; Breckland (East of England; England),Local Centre,143,East of England,England,35.0205,17.34827615,17.67222385,MORE DEPRIVED,21.66939261,13.35110739,MORE DEPRIVED,Population-Weighted
424,RC_EW_2550,Temple Hill; Dartford (South East; England),Town Centre,312,South East,England,20.63444444,15.47743181,5.157012635,MORE DEPRIVED,21.66939261,-1.034948169,LESS DEPRIVED,Population-Weighted
425,RC_EW_2552,Bexleyheath; Bexley (London; England),Town Centre,273,London,England,12.07115385,21.49842441,-9.427270559,LESS DEPRIVED,21.66939261,-9.598238767,LESS DEPRIVED,Population-Weighted
426,RC_EW_2557,Erith Riverside Shopping Centre; Bexley (London; England),Large Retail Park,68,London,England,36.05533333,21.49842441,14.55690893,MORE DEPRIVED,21.66939261,14.38594072,MORE DEPRIVED,Population-Weighted
427,RC_EW_2562,Plumstead High Street; Plumstead Common; Greenwich (London; England),Local Centre,123,London,England,27.6904,21.49842441,6.191975595,MORE DEPRIVED,21.66939261,6.021007386,MORE DEPRIVED,Population-Weighted
428,RC_EW_2567,Bellegrove Road; Welling; Bexley (London; England),District Centre,252,London,England,13.7565,21.49842441,-7.741924405,LESS DEPRIVED,21.66939261,-7.912892614,LESS DEPRIVED,Population-Weighted
429,RC_EW_2569,Woolwich; Greenwich (London; England),Town Centre,298,London,England,29.20305882,21.49842441,7.704634418,MORE DEPRIVED,21.66939261,7.53366621,MORE DEPRIVED,Population-Weighted
430,RC_EW_2571,Cannon Retail Park; Greenwich (London; England),Large Retail Park,28,London,England,24.922,21.49842441,3.423575595,MORE DEPRIVED,21.66939261,3.252607386,MORE DEPRIVED,Population-Weighted
431,RC_EW_2574,Sidcup High Street; Sidcup; Bexley (London; England),District Centre,154,London,England,15.62675,21.49842441,-5.871674405,LESS DEPRIVED,21.66939261,-6.042642614,LESS DEPRIVED,Population-Weighted
432,RC_EW_2589,Bluewater; Dartford (South East; England),Large Shopping Centre,302,South East,England,19.552,15.47743181,4.07456819,MORE DEPRIVED,21.66939261,-2.117392614,LESS DEPRIVED,Population-Weighted
433,RC_EW_2593,Merrielands Retail Park; Barking and Dagenham (London; England),Large Retail Park,63,London,England,37.2005,21.49842441,15.70207559,MORE DEPRIVED,21.66939261,15.53110739,MORE DEPRIVED,Population-Weighted
434,RC_EW_2594,Heathway; Dagenham; Barking and Dagenham (London; England),Local Centre,110,London,England,36.5832,21.49842441,15.08477559,MORE DEPRIVED,21.66939261,14.91380739,MORE DEPRIVED,Population-Weighted
435,RC_EW_2606,Mayflower Retail Park; Basildon (East of England; England),Small Retail Park,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,RC_EW_2607,Festival Leisure Park; Basildon (East of England; England),Small Retail Park,7,East of England,England,41.836,17.34827615,24.48772385,MORE DEPRIVED,21.66939261,20.16660739,MORE DEPRIVED,Geometric
437,RC_EW_2608,High Street; Wickford; Basildon (East of England; England),District Centre,156,East of England,England,15.29025,17.34827615,-2.058026148,LESS DEPRIVED,21.66939261,-6.379142614,LESS DEPRIVED,Population-Weighted
438,RC_EW_2609,Pitsea Retail Park; Basildon (East of England; England),Large Retail Park,41,East of England,England,31.1895,17.34827615,13.84122385,MORE DEPRIVED,21.66939261,9.520107386,MORE DEPRIVED,Population-Weighted
439,RC_EW_261,High Street; Gorleston-on-Sea; Great Yarmouth (East of England; England),Local Centre,105,East of England,England,31.85525,17.34827615,14.50697385,MORE DEPRIVED,21.66939261,10.18585739,MORE DEPRIVED,Population-Weighted
440,RC_EW_2613,High Street; Billericay; Basildon (East of England; England),Market Town,164,East of England,England,5.6695,17.34827615,-11.67877615,LESS DEPRIVED,21.66939261,-15.99989261,LESS DEPRIVED,Population-Weighted
441,RC_EW_2616,Pipps Hill Retail Park; Basildon (East of England; England),Small Retail Park,17,East of England,England,31.244,17.34827615,13.89572385,MORE DEPRIVED,21.66939261,9.574607386,MORE DEPRIVED,Population-Weighted
442,RC_EW_2617,Basildon; Basildon (East of England; England),Town Centre,294,East of England,England,24.303,17.34827615,6.954723852,MORE DEPRIVED,21.66939261,2.633607386,MORE DEPRIVED,Population-Weighted
443,RC_EW_2619,Stadium Way Retail Park; Castle Point (East of England; England),Small Retail Park,22,East of England,England,16.325,17.34827615,-1.023276148,LESS DEPRIVED,21.66939261,-5.344392614,LESS DEPRIVED,Population-Weighted
444,RC_EW_2623,High Street; Epping; Epping Forest (East of England; England) - 1,Local Centre,123,East of England,England,13.019,17.34827615,-4.329276148,LESS DEPRIVED,21.66939261,-8.650392614,LESS DEPRIVED,Population-Weighted
445,RC_EW_2624,Staple Tye Shopping Centre; Harlow (East of England; England),Small Retail Park,16,East of England,England,24.37814286,17.34827615,7.029866709,MORE DEPRIVED,21.66939261,2.708750244,MORE DEPRIVED,Population-Weighted
446,RC_EW_2628,Harlow; Harlow (East of England; England),Town Centre,242,East of England,England,25.17928571,17.34827615,7.831009566,MORE DEPRIVED,21.66939261,3.509893101,MORE DEPRIVED,Population-Weighted
447,RC_EW_2630,The Oaks Retail Park; Harlow (East of England; England),Small Retail Park,21,East of England,England,23.1205,17.34827615,5.772223852,MORE DEPRIVED,21.66939261,1.451107386,MORE DEPRIVED,Geometric
448,RC_EW_2633,Anglia Retail Park; Ipswich (East of England; England),Small Retail Park,19,East of England,England,44.451,17.34827615,27.10272385,MORE DEPRIVED,21.66939261,22.78160739,MORE DEPRIVED,Geometric
449,RC_EW_2635,Stowmarket; Mid Suffolk (East of England; England),Town Centre,138,East of England,England,18.16671429,17.34827615,0.818438137,MORE DEPRIVED,21.66939261,-3.502678328,LESS DEPRIVED,Population-Weighted
450,RC_EW_2636,Euro Retail Park; Ipswich (East of England; England),Large Retail Park,32,East of England,England,29.058,17.34827615,11.70972385,MORE DEPRIVED,21.66939261,7.388607386,MORE DEPRIVED,Population-Weighted
451,RC_EW_264,Great Yarmouth; Great Yarmouth (East of England; England),Town Centre,463,East of England,England,62.277375,17.34827615,44.92909885,MORE DEPRIVED,21.66939261,40.60798239,MORE DEPRIVED,Population-Weighted
452,RC_EW_2641,Interchange Retail Park; Babergh (East of England; England),Small Retail Park,3,East of England,England,9.537,17.34827615,-7.811276148,LESS DEPRIVED,21.66939261,-12.13239261,LESS DEPRIVED,Population-Weighted
453,RC_EW_2643,Martlesham Heath Retail Park; East Suffolk (East of England; England),Small Retail Park,13,East of England,England,8.167,17.34827615,-9.181276148,LESS DEPRIVED,21.66939261,-13.50239261,LESS DEPRIVED,Population-Weighted
454,RC_EW_2645,Ipswich; Ipswich (East of England; England),Major Town Centre,675,East of England,England,35.06827273,17.34827615,17.71999658,MORE DEPRIVED,21.66939261,13.39888011,MORE DEPRIVED,Population-Weighted
455,RC_EW_2652,Thoroughfare; Woodbridge; East Suffolk (East of England; England),District Centre,172,East of England,England,11.159,17.34827615,-6.189276148,LESS DEPRIVED,21.66939261,-10.51039261,LESS DEPRIVED,Population-Weighted
456,RC_EW_2654,Clacton-on-Sea; Tendring (East of England; England),Town Centre,333,East of England,England,49.1531,17.34827615,31.80482385,MORE DEPRIVED,21.66939261,27.48370739,MORE DEPRIVED,Population-Weighted
457,RC_EW_266,Gapton Hall Retail Park; Great Yarmouth (East of England; England),Small Retail Park,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,RC_EW_2660,Brook Retail Park; Tendring (East of England; England),Small Retail Park,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,RC_EW_2661,Clacton Factory Outlet; Tendring (East of England; England),Small Shopping Centre,17,East of England,England,23.99,17.34827615,6.641723852,MORE DEPRIVED,21.66939261,2.320607386,MORE DEPRIVED,Geometric
460,RC_EW_2663,Connaught Avenue; Frinton-on-Sea; Tendring (East of England; England),Local Centre,148,East of England,England,15.39933333,17.34827615,-1.948942815,LESS DEPRIVED,21.66939261,-6.27005928,LESS DEPRIVED,Population-Weighted
461,RC_EW_2669,Triangle Shopping Centre; Tendring (East of England; England),Small Retail Park,18,East of England,England,22.224,17.34827615,4.875723852,MORE DEPRIVED,21.66939261,0.554607386,MORE DEPRIVED,Population-Weighted
462,RC_EW_2673,High Street; Dovercourt; Tendring (East of England; England),Local Centre,129,East of England,England,41.92133333,17.34827615,24.57305719,MORE DEPRIVED,21.66939261,20.25194072,MORE DEPRIVED,Population-Weighted
463,RC_EW_2676,High Street; Newmarket; West Suffolk (East of England; England),Market Town,202,East of England,England,19.77175,17.34827615,2.423473852,MORE DEPRIVED,21.66939261,-1.897642614,LESS DEPRIVED,Population-Weighted
464,RC_EW_2681,Beehive Centre Retail Park; Cambridge (East of England; England),Small Retail Park,23,East of England,England,17.09233333,17.34827615,-0.255942815,LESS DEPRIVED,21.66939261,-4.57705928,LESS DEPRIVED,Population-Weighted
465,RC_EW_2685,Grafton Centre; Cambridge; Cambridge (East of England; England),District Centre,159,East of England,England,13.727,17.34827615,-3.621276148,LESS DEPRIVED,21.66939261,-7.942392614,LESS DEPRIVED,Population-Weighted
466,RC_EW_2686,Cambridge; Cambridge (East of England; England),Major Town Centre,410,East of England,England,13.1355,17.34827615,-4.212776148,LESS DEPRIVED,21.66939261,-8.533892614,LESS DEPRIVED,Population-Weighted
467,RC_EW_2693,Cambridge Leisure Park; Cambridge (East of England; England),Large Retail Park,49,East of England,England,9.166333333,17.34827615,-8.181942815,LESS DEPRIVED,21.66939261,-12.50305928,LESS DEPRIVED,Population-Weighted
468,RC_EW_2702,Bury St Edmunds; West Suffolk (East of England; England),Town Centre,426,East of England,England,18.4065,17.34827615,1.058223852,MORE DEPRIVED,21.66939261,-3.262892614,LESS DEPRIVED,Population-Weighted
469,RC_EW_2704,St. Edmundsbury Retail Park; West Suffolk (East of England; England),Small Retail Park,24,East of England,England,4.307,17.34827615,-13.04127615,LESS DEPRIVED,21.66939261,-17.36239261,LESS DEPRIVED,Population-Weighted
470,RC_EW_2705,Ely; East Cambridgeshire (East of England; England),Town Centre,207,East of England,England,12.13566667,17.34827615,-5.212609482,LESS DEPRIVED,21.66939261,-9.533725947,LESS DEPRIVED,Population-Weighted
471,RC_EW_2707,Whitehaven; Copeland (North West; England),Town Centre,281,North West,England,31.72325,27.90890505,3.814344952,MORE DEPRIVED,21.66939261,10.05385739,MORE DEPRIVED,Population-Weighted
472,RC_EW_2709,Workington; Allerdale (North West; England),Town Centre,246,North West,England,29.21614286,27.90890505,1.307237809,MORE DEPRIVED,21.66939261,7.546750244,MORE DEPRIVED,Population-Weighted
473,RC_EW_2713,Wallasey Road; Liscard; Wirral (North West; England),District Centre,238,North West,England,29.2328,27.90890505,1.323894952,MORE DEPRIVED,21.66939261,7.563407386,MORE DEPRIVED,Population-Weighted
474,RC_EW_2716,Marine Point; Wirral (North West; England),Small Retail Park,18,North West,England,36.06533333,27.90890505,8.156428286,MORE DEPRIVED,21.66939261,14.39594072,MORE DEPRIVED,Population-Weighted
475,RC_EW_2720,Chapel Lane; Formby; Sefton (North West; England),Local Centre,121,North West,England,10.464,27.90890505,-17.44490505,LESS DEPRIVED,21.66939261,-11.20539261,LESS DEPRIVED,Population-Weighted
476,RC_EW_2721,Liverpool Road; Great Crosby; Sefton (North West; England),Local Centre,117,North West,England,13.36014286,27.90890505,-14.54876219,LESS DEPRIVED,21.66939261,-8.309249756,LESS DEPRIVED,Population-Weighted
477,RC_EW_2723,St Johns Road; Crosby; Sefton (North West; England),Local Centre,120,North West,England,22.72233333,27.90890505,-5.186571714,LESS DEPRIVED,21.66939261,1.05294072,MORE DEPRIVED,Population-Weighted
478,RC_EW_2729,South Road; Crosby; Sefton (North West; England),Local Centre,106,North West,England,36.4268,27.90890505,8.517894952,MORE DEPRIVED,21.66939261,14.75740739,MORE DEPRIVED,Population-Weighted
479,RC_EW_2739,Smithdown Road; Wavertree; Liverpool (North West; England),Local Centre,139,North West,England,27.27088889,27.90890505,-0.638016159,LESS DEPRIVED,21.66939261,5.601496275,MORE DEPRIVED,Population-Weighted
480,RC_EW_2743,Edge Lane Retail Park; Liverpool (North West; England),Small Retail Park,22,North West,England,54.30966667,27.90890505,26.40076162,MORE DEPRIVED,21.66939261,32.64027405,MORE DEPRIVED,Population-Weighted
481,RC_EW_2746,Allerton Road; Wavertree; Liverpool (North West; England),District Centre,182,North West,England,20.358,27.90890505,-7.550905048,LESS DEPRIVED,21.66939261,-1.311392614,LESS DEPRIVED,Population-Weighted
482,RC_EW_2751,Liverpool City; Liverpool (North West; England),Regional Centre,1329,North West,England,20.904625,27.90890505,-7.004280048,LESS DEPRIVED,21.66939261,-0.764767614,LESS DEPRIVED,Population-Weighted
483,RC_EW_2755,St Marys Road; Garston; Liverpool (North West; England),Local Centre,102,North West,England,42.6075,27.90890505,14.69859495,MORE DEPRIVED,21.66939261,20.93810739,MORE DEPRIVED,Population-Weighted
484,RC_EW_2756,Birkenhead; Wirral (North West; England),Town Centre,412,North West,England,67.2429,27.90890505,39.33399495,MORE DEPRIVED,21.66939261,45.57350739,MORE DEPRIVED,Population-Weighted
485,RC_EW_276,High Street; Wombwell; Barnsley (Yorkshire and The Humber; England),Local Centre,127,Yorkshire and The Humber,England,33.05566667,26.00160627,7.054060396,MORE DEPRIVED,21.66939261,11.38627405,MORE DEPRIVED,Population-Weighted
486,RC_EW_277,Cortonwood Retail Park; Rotherham (Yorkshire and The Humber; England),Small Retail Park,22,Yorkshire and The Humber,England,36.063,26.00160627,10.06139373,MORE DEPRIVED,21.66939261,14.39360739,MORE DEPRIVED,Geometric
487,RC_EW_2776,New Chester Road; New Ferry; Wirral (North West; England),Local Centre,100,North West,England,43.65,27.90890505,15.74109495,MORE DEPRIVED,21.66939261,21.98060739,MORE DEPRIVED,Population-Weighted
488,RC_EW_2778,Croft Retail & Leisure Park; Wirral (North West; England),Large Retail Park,35,North West,England,19.938,27.90890505,-7.970905048,LESS DEPRIVED,21.66939261,-1.731392614,LESS DEPRIVED,Geometric
489,RC_EW_278,Barnsley Retail Park; Barnsley (Yorkshire and The Humber; England),Small Retail Park,20,Yorkshire and The Humber,England,46.555,26.00160627,20.55339373,MORE DEPRIVED,21.66939261,24.88560739,MORE DEPRIVED,Geometric
490,RC_EW_2788,Prescot Road; Old Swan; Liverpool (North West; England),District Centre,197,North West,England,46.47772727,27.90890505,18.56882222,MORE DEPRIVED,21.66939261,24.80833466,MORE DEPRIVED,Population-Weighted
491,RC_EW_2791,Edge Lane Retail Park; Liverpool (North West; England) - 1,Small Retail Park,16,North West,England,44.66,27.90890505,16.75109495,MORE DEPRIVED,21.66939261,22.99060739,MORE DEPRIVED,Population-Weighted
492,RC_EW_2794,Prescot Road; Kensington; Liverpool (North West; England),Local Centre,113,North West,England,61.02925,27.90890505,33.12034495,MORE DEPRIVED,21.66939261,39.35985739,MORE DEPRIVED,Population-Weighted
493,RC_EW_2805,Hunts Cross Shopping Centre; Liverpool (North West; England),Small Retail Park,8,North West,England,23.838,27.90890505,-4.070905048,LESS DEPRIVED,21.66939261,2.168607386,MORE DEPRIVED,Population-Weighted
494,RC_EW_2807,Speke Retail Park; Liverpool (North West; England),Small Retail Park,13,North West,England,60.87433333,27.90890505,32.96542829,MORE DEPRIVED,21.66939261,39.20494072,MORE DEPRIVED,Population-Weighted
495,RC_EW_2808,New Mersey Retail Park; Liverpool (North West; England),Large Retail Park,36,North West,England,31.969,27.90890505,4.060094952,MORE DEPRIVED,21.66939261,10.29960739,MORE DEPRIVED,Geometric
496,RC_EW_2809,Belle Vale Shopping Centre; Liverpool (North West; England),Large Retail Park,57,North West,England,42.24975,27.90890505,14.34084495,MORE DEPRIVED,21.66939261,20.58035739,MORE DEPRIVED,Population-Weighted
497,RC_EW_281,Barnsley; Barnsley (Yorkshire and The Humber; England),Major Town Centre,471,Yorkshire and The Humber,England,36.75733333,26.00160627,10.75572706,MORE DEPRIVED,21.66939261,15.08794072,MORE DEPRIVED,Population-Weighted
498,RC_EW_2813,County Road; Walton; Liverpool (North West; England),District Centre,228,North West,England,68.0393,27.90890505,40.13039495,MORE DEPRIVED,21.66939261,46.36990739,MORE DEPRIVED,Population-Weighted
499,RC_EW_2824,Walton Vale; Warbreck Park; Liverpool (North West; England),District Centre,155,North West,England,36.35888889,27.90890505,8.449983841,MORE DEPRIVED,21.66939261,14.68949628,MORE DEPRIVED,Population-Weighted
500,RC_EW_2829,Stanley Road; Bootle; Sefton (North West; England),District Centre,163,North West,England,63.2782,27.90890505,35.36929495,MORE DEPRIVED,21.66939261,41.60880739,MORE DEPRIVED,Population-Weighted
501,RC_EW_2832,Banks Road; West Kirby; Wirral (North West; England),Market Town,171,North West,England,12.51475,27.90890505,-15.39415505,LESS DEPRIVED,21.66939261,-9.154642614,LESS DEPRIVED,Population-Weighted
502,RC_EW_2833,Market Street; Hoylake; Wirral (North West; England),Local Centre,149,North West,England,17.3005,27.90890505,-10.60840505,LESS DEPRIVED,21.66939261,-4.368892614,LESS DEPRIVED,Population-Weighted
503,RC_EW_2834,Hoylake Road; Moreton; Wirral (North West; England),Local Centre,142,North West,England,35.23516667,27.90890505,7.326261619,MORE DEPRIVED,21.66939261,13.56577405,MORE DEPRIVED,Population-Weighted
504,RC_EW_2840,Telegraph Road; Heswall; Wirral (North West; England),Market Town,151,North West,England,8.76075,27.90890505,-19.14815505,LESS DEPRIVED,21.66939261,-12.90864261,LESS DEPRIVED,Population-Weighted
505,RC_EW_2848,Southport; Sefton (North West; England),Major Town Centre,738,North West,England,42.63725,27.90890505,14.72834495,MORE DEPRIVED,21.66939261,20.96785739,MORE DEPRIVED,Population-Weighted
506,RC_EW_285,Peel Centre Retail Park; Barnsley (Yorkshire and The Humber; England),Small Retail Park,12,Yorkshire and The Humber,England,42.453,26.00160627,16.45139373,MORE DEPRIVED,21.66939261,20.78360739,MORE DEPRIVED,Population-Weighted
507,RC_EW_2853,Meols Cop Retail Park; Sefton (North West; England),Small Retail Park,11,North West,England,18.946,27.90890505,-8.962905048,LESS DEPRIVED,21.66939261,-2.723392614,LESS DEPRIVED,Population-Weighted
508,RC_EW_2854,Central 12 Retail Park; Sefton (North West; England),Small Retail Park,12,North West,England,36.724,27.90890505,8.815094952,MORE DEPRIVED,21.66939261,15.05460739,MORE DEPRIVED,Population-Weighted
509,RC_EW_2869,Aintree Shopping Park (Racecourse Retail Park); Sefton (North West; England),Small Retail Park,3,North West,England,22.016,27.90890505,-5.892905048,LESS DEPRIVED,21.66939261,0.346607386,MORE DEPRIVED,Population-Weighted
510,RC_EW_2876,The Concourse; Skelmersdale; West Lancashire (North West; England),Local Centre,120,North West,England,48.971,27.90890505,21.06209495,MORE DEPRIVED,21.66939261,27.30160739,MORE DEPRIVED,Population-Weighted
511,RC_EW_2879,Ormskirk; West Lancashire (North West; England),Town Centre,231,North West,England,11.67327273,27.90890505,-16.23563232,LESS DEPRIVED,21.66939261,-9.996119886,LESS DEPRIVED,Population-Weighted
512,RC_EW_2881,Chester; Cheshire West and Chester (North West; England),Major Town Centre,711,North West,England,20.008625,27.90890505,-7.900280048,LESS DEPRIVED,21.66939261,-1.660767614,LESS DEPRIVED,Population-Weighted
513,RC_EW_2888,Deva Retail Centre; Cheshire West and Chester (North West; England),Large Retail Park,40,North West,England,12.591,27.90890505,-15.31790505,LESS DEPRIVED,21.66939261,-9.078392614,LESS DEPRIVED,Population-Weighted
514,RC_EW_2889,Green End; Whitchurch; Shropshire (West Midlands; England),Local Centre,142,West Midlands,England,19.757,24.95302782,-5.196027818,LESS DEPRIVED,21.66939261,-1.912392614,LESS DEPRIVED,Population-Weighted
515,RC_EW_29,Truro; Cornwall (South West; England),Major Town Centre,434,South West,England,20.48011111,18.2526559,2.227455214,MORE DEPRIVED,21.66939261,-1.189281502,LESS DEPRIVED,Population-Weighted
516,RC_EW_2902,Cheshire Oaks Designer Outlet; Cheshire West and Chester (North West; England),Large Shopping Centre,202,North West,England,30.24725,27.90890505,2.338344952,MORE DEPRIVED,21.66939261,8.577857386,MORE DEPRIVED,Population-Weighted
517,RC_EW_2905,Whitby Road; Ellesmere Port; Cheshire West and Chester (North West; England),District Centre,164,North West,England,48.06766667,27.90890505,20.15876162,MORE DEPRIVED,21.66939261,26.39827405,MORE DEPRIVED,Population-Weighted
518,RC_EW_2906,Ellesmere Port Retail Park (Westminster Retail Park); Cheshire West and Chester (North West; England),Large Retail Park,28,North West,England,46.53933333,27.90890505,18.63042829,MORE DEPRIVED,21.66939261,24.86994072,MORE DEPRIVED,Population-Weighted
519,RC_EW_2907,Church Street; Frodsham; Cheshire West and Chester (North West; England),Local Centre,118,North West,England,20.364,27.90890505,-7.544905048,LESS DEPRIVED,21.66939261,-1.305392614,LESS DEPRIVED,Population-Weighted
520,RC_EW_2909,Winsford Cross Shopping Centre; Cheshire West and Chester (North West; England),Large Retail Park,93,North West,England,30.958,27.90890505,3.049094952,MORE DEPRIVED,21.66939261,9.288607386,MORE DEPRIVED,Population-Weighted
