"","RC_ID","RC_Name","Classification","imdAverage","imdNational","incomeAverage","incomeNational","employmentAverage","employmentNational","healthAverage","healthNational","educationAverage","educationNational","barriersAverage","barriersNational","crimeAverage","crimeNational","environmentAverage","environmentNational"
"332","RC_EW_2251","Colchester; Colchester (East of England; England)","Major Town Centre",18.5879210526316,"LESS DEPRIVED",0.112184210526316,"LESS DEPRIVED",0.086421052631579,"LESS DEPRIVED",0.012,"MORE DEPRIVED",19.4192631578947,"LESS DEPRIVED",25.3231447368421,"MORE DEPRIVED",0.0261842105263158,"MORE DEPRIVED",11.8692631578947,"LESS DEPRIVED"
"333","RC_EW_2253","Stanway Retail Park (Fiveways Retail Park); Colchester (East of England; England)","Large Retail Park",17.3039855072464,"LESS DEPRIVED",0.102289855072464,"LESS DEPRIVED",0.080536231884058,"LESS DEPRIVED",-0.0887536231884058,"LESS DEPRIVED",17.226884057971,"LESS DEPRIVED",25.7883333333333,"MORE DEPRIVED",-0.0328695652173913,"LESS DEPRIVED",13.859884057971,"LESS DEPRIVED"
"334","RC_EW_2254","Tollgate Centre; Colchester (East of England; England)","Small Retail Park",13.3376363636364,"LESS DEPRIVED",0.0842424242424242,"LESS DEPRIVED",0.071,"LESS DEPRIVED",-0.267848484848485,"LESS DEPRIVED",11.7401212121212,"LESS DEPRIVED",24.6419090909091,"MORE DEPRIVED",-0.298363636363636,"LESS DEPRIVED",9.84009090909091,"LESS DEPRIVED"
"335","RC_EW_2255","Turner Rise Retail Park; Colchester (East of England; England)","Small Retail Park",14.7565,"LESS DEPRIVED",0.0906923076923077,"LESS DEPRIVED",0.0705,"LESS DEPRIVED",-0.208923076923077,"LESS DEPRIVED",10.2523076923077,"LESS DEPRIVED",24.8839230769231,"MORE DEPRIVED",0.00280769230769231,"MORE DEPRIVED",15.1612307692308,"LESS DEPRIVED"
"336","RC_EW_2264","High Street; Sheerness; Swale (South East; England)","Market Town",58.324,"MORE DEPRIVED",0.332714285714286,"MORE DEPRIVED",0.243571428571429,"MORE DEPRIVED",1.08685714285714,"MORE DEPRIVED",73.8948571428571,"MORE DEPRIVED",19.3194285714286,"LESS DEPRIVED",1.39214285714286,"MORE DEPRIVED",34.8688571428571,"MORE DEPRIVED"
"337","RC_EW_2265","High Street; Whitstable; Canterbury (South East; England)","District Centre",11.9485714285714,"LESS DEPRIVED",0.0812857142857143,"LESS DEPRIVED",0.0601428571428571,"LESS DEPRIVED",-0.441,"LESS DEPRIVED",7.80614285714286,"LESS DEPRIVED",11.187,"LESS DEPRIVED",0.486571428571429,"MORE DEPRIVED",17.9822857142857,"LESS DEPRIVED"
"338","RC_EW_227","Beccles; East Suffolk (East of England; England)","Market Town",19.513125,"LESS DEPRIVED",0.12625,"LESS DEPRIVED",0.10925,"MORE DEPRIVED",0.00575,"MORE DEPRIVED",26.175,"MORE DEPRIVED",13.232,"LESS DEPRIVED",-0.364375,"LESS DEPRIVED",16.62925,"LESS DEPRIVED"
"339","RC_EW_2272","Westcliff-on-Sea; Southend-on-Sea (East of England; England)","Town Centre",24.2420298507463,"MORE DEPRIVED",0.154373134328358,"MORE DEPRIVED",0.112955223880597,"MORE DEPRIVED",0.150537313432836,"MORE DEPRIVED",25.1015074626866,"MORE DEPRIVED",17.7810597014925,"LESS DEPRIVED",0.385492537313433,"MORE DEPRIVED",21.4869552238806,"LESS DEPRIVED"
"340","RC_EW_2275","High Street; Southend-on-Sea; Southend-on-Sea (East of England; England)","District Centre",34.3946666666667,"MORE DEPRIVED",0.201555555555556,"MORE DEPRIVED",0.144444444444444,"MORE DEPRIVED",0.600444444444444,"MORE DEPRIVED",28.9591111111111,"MORE DEPRIVED",20.9323333333333,"LESS DEPRIVED",1.14277777777778,"MORE DEPRIVED",33.7024444444444,"MORE DEPRIVED"
"341","RC_EW_2276","The Victoria; Southend-on-Sea (East of England; England)","Small Retail Park",25.8507058823529,"MORE DEPRIVED",0.161911764705882,"MORE DEPRIVED",0.122102941176471,"MORE DEPRIVED",0.226411764705882,"MORE DEPRIVED",27.4276470588235,"MORE DEPRIVED",19.1069852941176,"LESS DEPRIVED",0.411544117647059,"MORE DEPRIVED",19.4903676470588,"LESS DEPRIVED"
"342","RC_EW_2282","The Broadway; Leigh-on-Sea; Southend-on-Sea (East of England; England)","District Centre",7.91673333333333,"LESS DEPRIVED",0.0638666666666667,"LESS DEPRIVED",0.0469333333333333,"LESS DEPRIVED",-0.668,"LESS DEPRIVED",7.94333333333333,"LESS DEPRIVED",10.0245333333333,"LESS DEPRIVED",-0.2428,"LESS DEPRIVED",16.4584,"LESS DEPRIVED"
"343","RC_EW_2289","Furtherwick Road; Canvey Island; Castle Point (East of England; England)","Local Centre",24.196,"MORE DEPRIVED",0.1496,"MORE DEPRIVED",0.1175,"MORE DEPRIVED",0.04115,"MORE DEPRIVED",41.87055,"MORE DEPRIVED",20.6787,"LESS DEPRIVED",0.06935,"MORE DEPRIVED",9.88545,"LESS DEPRIVED"
"344","RC_EW_229","North Quay Retail Park; East Suffolk (East of England; England)","Small Retail Park",31.6835121951219,"MORE DEPRIVED",0.185707317073171,"MORE DEPRIVED",0.158951219512195,"MORE DEPRIVED",0.574195121951219,"MORE DEPRIVED",39.1961219512195,"MORE DEPRIVED",13.0552195121951,"LESS DEPRIVED",0.265439024390244,"MORE DEPRIVED",21.8790487804878,"MORE DEPRIVED"
"345","RC_EW_2294","Sittingbourne; Swale (South East; England)","Town Centre",23.36525,"MORE DEPRIVED",0.133892857142857,"MORE DEPRIVED",0.110142857142857,"MORE DEPRIVED",0.157535714285714,"MORE DEPRIVED",31.0961428571429,"MORE DEPRIVED",20.7117857142857,"LESS DEPRIVED",0.438071428571429,"MORE DEPRIVED",14.0431785714286,"LESS DEPRIVED"
"346","RC_EW_2295","Sittingbourne Retail Park; Swale (South East; England)","Small Retail Park",23.4218888888889,"MORE DEPRIVED",0.134111111111111,"MORE DEPRIVED",0.110037037037037,"MORE DEPRIVED",0.160222222222222,"MORE DEPRIVED",30.9893333333333,"MORE DEPRIVED",20.882,"LESS DEPRIVED",0.448888888888889,"MORE DEPRIVED",13.7922962962963,"LESS DEPRIVED"
"347","RC_EW_23","Launceston; Cornwall (South West; England)","District Centre",24.248,"MORE DEPRIVED",0.1522,"MORE DEPRIVED",0.1286,"MORE DEPRIVED",0.185,"MORE DEPRIVED",25.4504,"MORE DEPRIVED",24.8894,"MORE DEPRIVED",-0.5726,"LESS DEPRIVED",25.2486,"MORE DEPRIVED"
"348","RC_EW_2308","Rayleigh; Rochford (East of England; England)","Town Centre",8.69295555555555,"LESS DEPRIVED",0.0623777777777778,"LESS DEPRIVED",0.0540666666666667,"LESS DEPRIVED",-0.875444444444444,"LESS DEPRIVED",17.6746222222222,"LESS DEPRIVED",18.1645111111111,"LESS DEPRIVED",-0.793733333333333,"LESS DEPRIVED",5.64748888888889,"LESS DEPRIVED"
"349","RC_EW_231","London Road North; Lowestoft; East Suffolk (East of England; England)","Market Town",47.8445454545455,"MORE DEPRIVED",0.281545454545455,"MORE DEPRIVED",0.216909090909091,"MORE DEPRIVED",1.025,"MORE DEPRIVED",54.0364545454545,"MORE DEPRIVED",12.5668181818182,"LESS DEPRIVED",0.964,"MORE DEPRIVED",36.5588181818182,"MORE DEPRIVED"
"350","RC_EW_2314","South Street; Bishop's Stortford; East Hertfordshire (East of England; England)","District Centre",7.353,"LESS DEPRIVED",0.0641,"LESS DEPRIVED",0.0455,"LESS DEPRIVED",-1.3407,"LESS DEPRIVED",8.6233,"LESS DEPRIVED",16.7156,"LESS DEPRIVED",-0.477,"LESS DEPRIVED",7.0688,"LESS DEPRIVED"
"351","RC_EW_2317","North Street; Bishop's Stortford; East Hertfordshire (East of England; England)","Local Centre",3.338,"LESS DEPRIVED",0.0371428571428571,"LESS DEPRIVED",0.0261428571428571,"LESS DEPRIVED",-1.81057142857143,"LESS DEPRIVED",2.53228571428571,"LESS DEPRIVED",18.4112857142857,"LESS DEPRIVED",-0.900857142857143,"LESS DEPRIVED",5.08157142857143,"LESS DEPRIVED"
"352","RC_EW_2328","Letchworth; North Hertfordshire (East of England; England)","Market Town",14.29425,"LESS DEPRIVED",0.106,"LESS DEPRIVED",0.0815,"LESS DEPRIVED",-0.45025,"LESS DEPRIVED",20.18925,"LESS DEPRIVED",14.75575,"LESS DEPRIVED",-0.146,"LESS DEPRIVED",11.30525,"LESS DEPRIVED"
"353","RC_EW_2329","High Street; Old Town; Stevenage (East of England; England)","Local Centre",21.353,"LESS DEPRIVED",0.130466666666667,"MORE DEPRIVED",0.0997333333333333,"LESS DEPRIVED",0.0230666666666667,"MORE DEPRIVED",25.2564,"MORE DEPRIVED",24.7102,"MORE DEPRIVED",0.298533333333333,"MORE DEPRIVED",13.3474,"LESS DEPRIVED"
"354","RC_EW_2330","Stevenage; Stevenage (East of England; England)","Town Centre",19.0711296296296,"LESS DEPRIVED",0.119314814814815,"LESS DEPRIVED",0.0927962962962963,"LESS DEPRIVED",-0.120481481481481,"LESS DEPRIVED",24.6075555555556,"MORE DEPRIVED",23.6272962962963,"MORE DEPRIVED",0.104074074074074,"MORE DEPRIVED",11.5931481481481,"LESS DEPRIVED"
"355","RC_EW_2332","Stevenage Leisure Park; Stevenage (East of England; England)","Small Retail Park",19.0711296296296,"LESS DEPRIVED",0.119314814814815,"LESS DEPRIVED",0.0927962962962963,"LESS DEPRIVED",-0.120481481481481,"LESS DEPRIVED",24.6075555555556,"MORE DEPRIVED",23.6272962962963,"MORE DEPRIVED",0.104074074074074,"MORE DEPRIVED",11.5931481481481,"LESS DEPRIVED"
"356","RC_EW_2335","Hoddesdon; Broxbourne (East of England; England)","Town Centre",14.1048723404255,"LESS DEPRIVED",0.089,"LESS DEPRIVED",0.064531914893617,"LESS DEPRIVED",-0.903382978723404,"LESS DEPRIVED",19.8518510638298,"LESS DEPRIVED",25.8482553191489,"MORE DEPRIVED",-0.0170851063829787,"LESS DEPRIVED",13.4725531914894,"LESS DEPRIVED"
"357","RC_EW_2337","High Street; Ware; East Hertfordshire (East of England; England)","District Centre",7.94263636363636,"LESS DEPRIVED",0.0663636363636364,"LESS DEPRIVED",0.0531818181818182,"LESS DEPRIVED",-1.27281818181818,"LESS DEPRIVED",10.9529090909091,"LESS DEPRIVED",14.2664545454545,"LESS DEPRIVED",-0.487272727272727,"LESS DEPRIVED",10.3734545454545,"LESS DEPRIVED"
"358","RC_EW_2338","Hertford; East Hertfordshire (East of England; England)","Town Centre",9.135,"LESS DEPRIVED",0.0683333333333333,"LESS DEPRIVED",0.0544,"LESS DEPRIVED",-1.2448,"LESS DEPRIVED",9.83823333333333,"LESS DEPRIVED",18.4927666666667,"LESS DEPRIVED",-0.248766666666667,"LESS DEPRIVED",10.9641333333333,"LESS DEPRIVED"
"359","RC_EW_2341","Saffron Walden; Uttlesford (East of England; England)","Town Centre",7.4665,"LESS DEPRIVED",0.0622,"LESS DEPRIVED",0.0486,"LESS DEPRIVED",-1.0233,"LESS DEPRIVED",8.8758,"LESS DEPRIVED",18.9069,"LESS DEPRIVED",-0.7251,"LESS DEPRIVED",9.0531,"LESS DEPRIVED"
"360","RC_EW_2342","High Street; Royston; North Hertfordshire (East of England; England)","Local Centre",3.307,"LESS DEPRIVED",0.017,"LESS DEPRIVED",0.028,"LESS DEPRIVED",-1.251,"LESS DEPRIVED",5.654,"LESS DEPRIVED",16.84,"LESS DEPRIVED",-1.522,"LESS DEPRIVED",14.294,"LESS DEPRIVED"
"361","RC_EW_2347","Corbets Tey Road; Upminster; Havering (London; England)","District Centre",7.62758823529412,"LESS DEPRIVED",0.0524705882352941,"LESS DEPRIVED",0.0451176470588235,"LESS DEPRIVED",-1.04064705882353,"LESS DEPRIVED",11.8484705882353,"LESS DEPRIVED",16.0611176470588,"LESS DEPRIVED",-0.324470588235294,"LESS DEPRIVED",12.7354705882353,"LESS DEPRIVED"
"362","RC_EW_2355","High Street; Hornchurch; Havering (London; England)","District Centre",10.5016315789474,"LESS DEPRIVED",0.0707894736842105,"LESS DEPRIVED",0.0545263157894737,"LESS DEPRIVED",-0.803526315789474,"LESS DEPRIVED",17.2558421052632,"LESS DEPRIVED",18.6356842105263,"LESS DEPRIVED",-0.287789473684211,"LESS DEPRIVED",15.2222105263158,"LESS DEPRIVED"
"363","RC_EW_236","Hall Road Retail Park; Norwich (East of England; England)","Small Retail Park",20.5040869565217,"LESS DEPRIVED",0.132086956521739,"MORE DEPRIVED",0.0949130434782609,"LESS DEPRIVED",0.364130434782609,"MORE DEPRIVED",20.0934782608696,"LESS DEPRIVED",12.5258260869565,"LESS DEPRIVED",-0.111260869565217,"LESS DEPRIVED",21.2702608695652,"LESS DEPRIVED"
"364","RC_EW_2361","Elm Park; Havering (London; England)","Local Centre",13.751,"LESS DEPRIVED",0.09005,"LESS DEPRIVED",0.06875,"LESS DEPRIVED",-0.6433,"LESS DEPRIVED",21.14575,"LESS DEPRIVED",19.8427,"LESS DEPRIVED",-0.1277,"LESS DEPRIVED",17.144,"LESS DEPRIVED"
"365","RC_EW_2368","Romford; London (London; England)","Major Town Centre",20.6730872093023,"LESS DEPRIVED",0.130598837209302,"MORE DEPRIVED",0.0884360465116279,"LESS DEPRIVED",-0.330406976744186,"LESS DEPRIVED",23.0077558139535,"MORE DEPRIVED",28.5824244186047,"MORE DEPRIVED",0.19771511627907,"MORE DEPRIVED",19.895476744186,"LESS DEPRIVED"
"366","RC_EW_2372","Brentwood; Brentwood (East of England; England)","Town Centre",11.4587096774194,"LESS DEPRIVED",0.0717741935483871,"LESS DEPRIVED",0.0558387096774194,"LESS DEPRIVED",-0.955387096774194,"LESS DEPRIVED",13.3820967741935,"LESS DEPRIVED",22.5424516129032,"MORE DEPRIVED",0.0985806451612903,"MORE DEPRIVED",10.2763225806452,"LESS DEPRIVED"
"367","RC_EW_2380","Orsett Road; Grays; Thurrock (East of England; England)","District Centre",17.6966666666667,"LESS DEPRIVED",0.116733333333333,"LESS DEPRIVED",0.0734,"LESS DEPRIVED",-0.3018,"LESS DEPRIVED",21.2381333333333,"LESS DEPRIVED",22.9451333333333,"MORE DEPRIVED",0.2118,"MORE DEPRIVED",20.4633333333333,"LESS DEPRIVED"
"368","RC_EW_2382","Lakeside Shopping Centre; Thurrock (East of England; England)","Large Shopping Centre",19.4987421203438,"LESS DEPRIVED",0.116429799426934,"LESS DEPRIVED",0.0845816618911175,"LESS DEPRIVED",-0.346922636103152,"LESS DEPRIVED",23.8360028653295,"MORE DEPRIVED",24.2646131805158,"MORE DEPRIVED",0.309747851002865,"MORE DEPRIVED",19.6482664756447,"LESS DEPRIVED"
"369","RC_EW_2387","Gravesend; Gravesham (South East; England)","Town Centre",25.1468461538462,"MORE DEPRIVED",0.146153846153846,"MORE DEPRIVED",0.107692307692308,"MORE DEPRIVED",-0.00174358974358975,"LESS DEPRIVED",31.4941025641026,"MORE DEPRIVED",15.0098205128205,"LESS DEPRIVED",1.03505128205128,"MORE DEPRIVED",20.5648461538462,"LESS DEPRIVED"
"370","RC_EW_239","Fakenham; North Norfolk (East of England; England)","Local Centre",20.32,"LESS DEPRIVED",0.12125,"LESS DEPRIVED",0.1005,"MORE DEPRIVED",0.21025,"MORE DEPRIVED",31.353,"MORE DEPRIVED",24.32825,"MORE DEPRIVED",-0.70825,"LESS DEPRIVED",13.7275,"LESS DEPRIVED"
"371","RC_EW_2397","George Lane; South Woodford; Redbridge (London; England)","District Centre",11.0840714285714,"LESS DEPRIVED",0.0713571428571429,"LESS DEPRIVED",0.047,"LESS DEPRIVED",-0.894428571428571,"LESS DEPRIVED",4.66071428571429,"LESS DEPRIVED",23.0747142857143,"MORE DEPRIVED",0.0736428571428571,"MORE DEPRIVED",27.8533571428571,"MORE DEPRIVED"
"372","RC_EW_24","Fore Street; Looe; Cornwall (South West; England)","District Centre",19.154,"LESS DEPRIVED",0.105333333333333,"LESS DEPRIVED",0.0933333333333333,"LESS DEPRIVED",0.0196666666666667,"MORE DEPRIVED",18.9496666666667,"LESS DEPRIVED",23.1213333333333,"MORE DEPRIVED",-0.382666666666667,"LESS DEPRIVED",31.1213333333333,"MORE DEPRIVED"
"373","RC_EW_2400","Cranbrook Road; Gants Hill; Redbridge (London; England)","Local Centre",14.1742258064516,"LESS DEPRIVED",0.105612903225806,"LESS DEPRIVED",0.0605806451612903,"LESS DEPRIVED",-0.954548387096774,"LESS DEPRIVED",7.39464516129032,"LESS DEPRIVED",26.2573548387097,"MORE DEPRIVED",0.215645161290323,"MORE DEPRIVED",23.658,"MORE DEPRIVED"
"374","RC_EW_2404","Wood Street; Upper Walthamstow; Waltham Forest (London; England)","District Centre",27.8101428571429,"MORE DEPRIVED",0.174142857142857,"MORE DEPRIVED",0.1125,"MORE DEPRIVED",-0.112142857142857,"LESS DEPRIVED",16.6334285714286,"LESS DEPRIVED",37.533,"MORE DEPRIVED",0.411428571428571,"MORE DEPRIVED",35.3418571428571,"MORE DEPRIVED"
"375","RC_EW_2406","Walthamstow; Waltham Forest (London; England)","Town Centre",27.3202537313433,"MORE DEPRIVED",0.167388059701493,"MORE DEPRIVED",0.101402985074627,"MORE DEPRIVED",-0.0987462686567164,"LESS DEPRIVED",17.5912985074627,"LESS DEPRIVED",37.271552238806,"MORE DEPRIVED",0.520074626865672,"MORE DEPRIVED",35.9642537313433,"MORE DEPRIVED"
"376","RC_EW_2408","High Road Leytonstone; Leytonstone; Waltham Forest (London; England)","District Centre",27.6558,"MORE DEPRIVED",0.1602,"MORE DEPRIVED",0.096,"LESS DEPRIVED",-0.046,"LESS DEPRIVED",14.318,"LESS DEPRIVED",39.1228,"MORE DEPRIVED",0.5874,"MORE DEPRIVED",39.9992,"MORE DEPRIVED"
"377","RC_EW_2409","High Street Wanstead; Wanstead; Redbridge (London; England)","Local Centre",10.4622307692308,"LESS DEPRIVED",0.0656153846153846,"LESS DEPRIVED",0.0453846153846154,"LESS DEPRIVED",-0.952846153846154,"LESS DEPRIVED",3.76992307692308,"LESS DEPRIVED",22.4927692307692,"MORE DEPRIVED",0.132230769230769,"MORE DEPRIVED",27.2054615384615,"MORE DEPRIVED"
"378","RC_EW_241","Westgate; Hunstanton; King's Lynn and West Norfolk (East of England; England)","Local Centre",29.5676666666667,"MORE DEPRIVED",0.153333333333333,"MORE DEPRIVED",0.153666666666667,"MORE DEPRIVED",0.863,"MORE DEPRIVED",39.969,"MORE DEPRIVED",17.289,"LESS DEPRIVED",-0.784,"LESS DEPRIVED",21.7506666666667,"MORE DEPRIVED"
"379","RC_EW_2417","High Street Barkingside; Fullwell Cross; Redbridge (London; England)","Local Centre",15.3295357142857,"LESS DEPRIVED",0.110464285714286,"LESS DEPRIVED",0.0711785714285714,"LESS DEPRIVED",-0.731107142857143,"LESS DEPRIVED",10.7335714285714,"LESS DEPRIVED",24.9922142857143,"MORE DEPRIVED",0.181107142857143,"MORE DEPRIVED",22.5124285714286,"MORE DEPRIVED"
"380","RC_EW_2419","Winchester Road; Highams Park; Waltham Forest (London; England)","Local Centre",18.264875,"LESS DEPRIVED",0.11325,"LESS DEPRIVED",0.079875,"LESS DEPRIVED",-0.42625,"LESS DEPRIVED",12.862,"LESS DEPRIVED",28.72325,"MORE DEPRIVED",0.255125,"MORE DEPRIVED",27.562125,"MORE DEPRIVED"
"381","RC_EW_2422","High Street North; Wallend; Newham (London; England)","District Centre",27.7627619047619,"MORE DEPRIVED",0.157047619047619,"MORE DEPRIVED",0.0790952380952381,"LESS DEPRIVED",-0.258380952380952,"LESS DEPRIVED",16.7391428571429,"LESS DEPRIVED",49.9334761904762,"MORE DEPRIVED",0.439904761904762,"MORE DEPRIVED",36.693619047619,"MORE DEPRIVED"
"382","RC_EW_2423","Barking; Barking and Dagenham (London; England)","Town Centre",27.9627076923077,"MORE DEPRIVED",0.176430769230769,"MORE DEPRIVED",0.0955076923076923,"LESS DEPRIVED",-0.195646153846154,"LESS DEPRIVED",19.1946461538462,"LESS DEPRIVED",42.5794307692308,"MORE DEPRIVED",0.509523076923077,"MORE DEPRIVED",30.6049538461538,"MORE DEPRIVED"
"383","RC_EW_2424","Gallions Reach Shopping Park; Newham (London; England)","Small Retail Park",32.73216,"MORE DEPRIVED",0.19336,"MORE DEPRIVED",0.11588,"MORE DEPRIVED",0.1894,"MORE DEPRIVED",20.24828,"LESS DEPRIVED",52.14048,"MORE DEPRIVED",0.4766,"MORE DEPRIVED",25.11924,"MORE DEPRIVED"
"384","RC_EW_2425","Gateway Retail Park; Newham (London; England)","Small Retail Park",30.6379659090909,"MORE DEPRIVED",0.17875,"MORE DEPRIVED",0.102590909090909,"MORE DEPRIVED",-0.00744318181818182,"LESS DEPRIVED",19.7831136363636,"LESS DEPRIVED",48.3813409090909,"MORE DEPRIVED",0.507045454545455,"MORE DEPRIVED",32.0156363636364,"MORE DEPRIVED"
"385","RC_EW_2426","Upton; Newham (London; England)","Town Centre",29.0842909090909,"MORE DEPRIVED",0.169990909090909,"MORE DEPRIVED",0.0937181818181818,"LESS DEPRIVED",-0.0798090909090909,"LESS DEPRIVED",17.7401090909091,"LESS DEPRIVED",48.798,"MORE DEPRIVED",0.432436363636364,"MORE DEPRIVED",32.7946181818182,"MORE DEPRIVED"
"386","RC_EW_2434","Upton Lane; Forest Gate; Newham (London; England)","Local Centre",29.0370769230769,"MORE DEPRIVED",0.165961538461538,"MORE DEPRIVED",0.0923461538461538,"LESS DEPRIVED",-0.00911538461538462,"LESS DEPRIVED",16.2742692307692,"LESS DEPRIVED",48.6148461538462,"MORE DEPRIVED",0.4955,"MORE DEPRIVED",33.1972307692308,"MORE DEPRIVED"
"387","RC_EW_2435","Beckton Retail Park; Newham (London; England)","Small Retail Park",31.4070315789474,"MORE DEPRIVED",0.185694736842105,"MORE DEPRIVED",0.105578947368421,"MORE DEPRIVED",0.0612526315789474,"MORE DEPRIVED",20.0741894736842,"LESS DEPRIVED",48.1279684210526,"MORE DEPRIVED",0.511105263157895,"MORE DEPRIVED",32.0557578947368,"MORE DEPRIVED"
"388","RC_EW_2437","Ilford; London (London; England)","Major Town Centre",24.5885264623955,"MORE DEPRIVED",0.15483286908078,"MORE DEPRIVED",0.0907660167130919,"LESS DEPRIVED",-0.310434540389972,"LESS DEPRIVED",16.1125487465181,"LESS DEPRIVED",36.9806963788301,"MORE DEPRIVED",0.420473537604457,"MORE DEPRIVED",30.4465598885794,"MORE DEPRIVED"
"389","RC_EW_2439","Romford Road; Manor Park; Newham (London; England)","District Centre",28.72655,"MORE DEPRIVED",0.17095,"MORE DEPRIVED",0.0978,"LESS DEPRIVED",-0.1274,"LESS DEPRIVED",19.40045,"LESS DEPRIVED",46.80385,"MORE DEPRIVED",0.37525,"MORE DEPRIVED",31.6078,"MORE DEPRIVED"
"390","RC_EW_2442","The Exchange Mall; Redbridge (London; England)","Large Retail Park",23.4271862348178,"MORE DEPRIVED",0.149028340080972,"MORE DEPRIVED",0.0875425101214575,"LESS DEPRIVED",-0.374927125506073,"LESS DEPRIVED",16.103971659919,"LESS DEPRIVED",36.2609230769231,"MORE DEPRIVED",0.386441295546559,"MORE DEPRIVED",28.4483441295547,"MORE DEPRIVED"
"391","RC_EW_2445","The Exchange Mall; Redbridge (London; England) - 1","Small Retail Park",22.5916428571429,"MORE DEPRIVED",0.152857142857143,"MORE DEPRIVED",0.0867551020408163,"LESS DEPRIVED",-0.472928571428571,"LESS DEPRIVED",15.1004795918367,"LESS DEPRIVED",34.3860408163265,"MORE DEPRIVED",0.416387755102041,"MORE DEPRIVED",27.4667857142857,"MORE DEPRIVED"
"392","RC_EW_2451","Fore Street; Upper Edmonton; Enfield (London; England)","District Centre",40.5878571428571,"MORE DEPRIVED",0.258285714285714,"MORE DEPRIVED",0.15252380952381,"MORE DEPRIVED",-0.00238095238095238,"LESS DEPRIVED",34.9645714285714,"MORE DEPRIVED",45.897619047619,"MORE DEPRIVED",0.808809523809524,"MORE DEPRIVED",34.5223809523809,"MORE DEPRIVED"
"393","RC_EW_246","Forest Retail Park; Breckland (East of England; England)","Small Retail Park",22.7860666666667,"MORE DEPRIVED",0.116733333333333,"LESS DEPRIVED",0.0952,"LESS DEPRIVED",0.1342,"MORE DEPRIVED",50.2875333333333,"MORE DEPRIVED",20.5548666666667,"LESS DEPRIVED",-0.0551333333333333,"LESS DEPRIVED",7.1054,"LESS DEPRIVED"
"394","RC_EW_2464","Tottenham Hale Retail Park; Haringey (London; England)","Large Retail Park",32.8974569536424,"MORE DEPRIVED",0.203364238410596,"MORE DEPRIVED",0.123748344370861,"MORE DEPRIVED",0.0747218543046358,"MORE DEPRIVED",23.9934437086093,"MORE DEPRIVED",39.1799139072848,"MORE DEPRIVED",0.708324503311258,"MORE DEPRIVED",34.6625496688742,"MORE DEPRIVED"
"395","RC_EW_2465","High Road; Tottenham; Haringey (London; England)","District Centre",38.3957666666667,"MORE DEPRIVED",0.241533333333333,"MORE DEPRIVED",0.147333333333333,"MORE DEPRIVED",0.1391,"MORE DEPRIVED",29.4086666666667,"MORE DEPRIVED",38.3488666666667,"MORE DEPRIVED",1.09476666666667,"MORE DEPRIVED",35.4630666666667,"MORE DEPRIVED"
"396","RC_EW_2467","West Green Road; Tottenham; Haringey (London; England)","District Centre",34.8468,"MORE DEPRIVED",0.21885,"MORE DEPRIVED",0.13295,"MORE DEPRIVED",0.11965,"MORE DEPRIVED",25.2355,"MORE DEPRIVED",36.52175,"MORE DEPRIVED",1.0377,"MORE DEPRIVED",34.32775,"MORE DEPRIVED"
"397","RC_EW_2471","Stamford Hill; South Tottenham; Hackney (London; England)","Local Centre",31.5987407407407,"MORE DEPRIVED",0.191851851851852,"MORE DEPRIVED",0.117851851851852,"MORE DEPRIVED",0.0698888888888889,"MORE DEPRIVED",32.4174444444444,"MORE DEPRIVED",40.4567407407407,"MORE DEPRIVED",0.268185185185185,"MORE DEPRIVED",32.1334444444444,"MORE DEPRIVED"
"398","RC_EW_2472","Cork Tree Retail Park; Waltham Forest (London; England)","Small Retail Park",33.8118625,"MORE DEPRIVED",0.215975,"MORE DEPRIVED",0.13065,"MORE DEPRIVED",-0.1816375,"LESS DEPRIVED",28.7572375,"MORE DEPRIVED",41.10245,"MORE DEPRIVED",0.64155,"MORE DEPRIVED",32.3740125,"MORE DEPRIVED"
"399","RC_EW_2474","Edmonton; Enfield (London; England)","District Centre",36.5059655172414,"MORE DEPRIVED",0.240965517241379,"MORE DEPRIVED",0.139310344827586,"MORE DEPRIVED",-0.216206896551724,"LESS DEPRIVED",32.4718275862069,"MORE DEPRIVED",44.734724137931,"MORE DEPRIVED",0.618448275862069,"MORE DEPRIVED",32.5400689655172,"MORE DEPRIVED"
"400","RC_EW_2478","Old Church Road; Highams Park; Waltham Forest (London; England)","District Centre",23.3154736842105,"MORE DEPRIVED",0.137473684210526,"MORE DEPRIVED",0.0943684210526316,"LESS DEPRIVED",-0.254631578947368,"LESS DEPRIVED",20.4750526315789,"LESS DEPRIVED",33.7157894736842,"MORE DEPRIVED",0.431157894736842,"MORE DEPRIVED",27.819,"MORE DEPRIVED"
"401","RC_EW_248","Thetford; Breckland (East of England; England)","Local Centre",19.1836,"LESS DEPRIVED",0.093,"LESS DEPRIVED",0.0802,"LESS DEPRIVED",0.0228,"MORE DEPRIVED",41.2388,"MORE DEPRIVED",20.5758,"LESS DEPRIVED",0.05,"MORE DEPRIVED",9.8604,"LESS DEPRIVED"
"402","RC_EW_2481","Westfield Stratford City; Newham (London; England)","Large Shopping Centre",30.3852661498708,"MORE DEPRIVED",0.189521963824289,"MORE DEPRIVED",0.109581395348837,"MORE DEPRIVED",0.155191214470284,"MORE DEPRIVED",17.1278837209302,"LESS DEPRIVED",39.870842377261,"MORE DEPRIVED",0.59533850129199,"MORE DEPRIVED",33.8600129198966,"MORE DEPRIVED"
