"","RC_ID","supergroupID","supergroupName","groupID","groupName"
"336","RC_EW_2520","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"337","RC_EW_2523","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"338","RC_EW_2524","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"339","RC_EW_2526","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"340","RC_EW_253","4","Traditional high streets and market towns","4.2","Indie high streets"
"341","RC_EW_2545","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"342","RC_EW_2549","4","Traditional high streets and market towns","4.2","Indie high streets"
"343","RC_EW_255","4","Traditional high streets and market towns","4.2","Indie high streets"
"344","RC_EW_2550","4","Traditional high streets and market towns","4.2","Indie high streets"
"345","RC_EW_2552","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"346","RC_EW_2562","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"347","RC_EW_2567","4","Traditional high streets and market towns","4.2","Indie high streets"
"348","RC_EW_2569","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"349","RC_EW_2571","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"350","RC_EW_2574","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"351","RC_EW_2589","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"352","RC_EW_2594","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"353","RC_EW_2608","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"354","RC_EW_2609","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"355","RC_EW_261","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"356","RC_EW_2613","4","Traditional high streets and market towns","4.2","Indie high streets"
"357","RC_EW_2617","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"358","RC_EW_2623","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"359","RC_EW_2628","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"360","RC_EW_2630","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"361","RC_EW_2635","4","Traditional high streets and market towns","4.2","Indie high streets"
"362","RC_EW_264","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"363","RC_EW_2645","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"364","RC_EW_2652","4","Traditional high streets and market towns","4.2","Indie high streets"
"365","RC_EW_2654","4","Traditional high streets and market towns","4.2","Indie high streets"
"366","RC_EW_2663","4","Traditional high streets and market towns","4.2","Indie high streets"
"367","RC_EW_2673","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"368","RC_EW_2676","4","Traditional high streets and market towns","4.2","Indie high streets"
"369","RC_EW_2681","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"370","RC_EW_2685","4","Traditional high streets and market towns","4.2","Indie high streets"
"371","RC_EW_2686","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"372","RC_EW_2702","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"373","RC_EW_2704","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"374","RC_EW_2705","4","Traditional high streets and market towns","4.2","Indie high streets"
"375","RC_EW_2707","4","Traditional high streets and market towns","4.2","Indie high streets"
"376","RC_EW_2709","4","Traditional high streets and market towns","4.2","Indie high streets"
"377","RC_EW_2713","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"378","RC_EW_2720","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"379","RC_EW_2721","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"380","RC_EW_2723","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"381","RC_EW_2729","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"382","RC_EW_2739","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"383","RC_EW_2746","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"384","RC_EW_2751","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"385","RC_EW_2755","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"386","RC_EW_2756","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"387","RC_EW_276","4","Traditional high streets and market towns","4.2","Indie high streets"
"388","RC_EW_2776","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"389","RC_EW_2778","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"390","RC_EW_278","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"391","RC_EW_2788","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"392","RC_EW_2794","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"393","RC_EW_2808","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"394","RC_EW_2809","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"395","RC_EW_281","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"396","RC_EW_2813","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"397","RC_EW_2824","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"398","RC_EW_2829","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"399","RC_EW_2832","4","Traditional high streets and market towns","4.2","Indie high streets"
"400","RC_EW_2833","4","Traditional high streets and market towns","4.2","Indie high streets"
"401","RC_EW_2834","4","Traditional high streets and market towns","4.2","Indie high streets"
"402","RC_EW_2840","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"403","RC_EW_2848","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"404","RC_EW_2879","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"405","RC_EW_2881","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"406","RC_EW_2888","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"407","RC_EW_2889","4","Traditional high streets and market towns","4.2","Indie high streets"
"408","RC_EW_2892","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"409","RC_EW_2896","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"410","RC_EW_29","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"411","RC_EW_2902","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"412","RC_EW_2905","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"413","RC_EW_2909","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"414","RC_EW_2911","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"415","RC_EW_2912","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"416","RC_EW_2920","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"417","RC_EW_2922","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"418","RC_EW_2929","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"419","RC_EW_2934","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"420","RC_EW_2939","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"421","RC_EW_294","4","Traditional high streets and market towns","4.2","Indie high streets"
"422","RC_EW_2942","4","Traditional high streets and market towns","4.2","Indie high streets"
"423","RC_EW_2953","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"424","RC_EW_2955","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"425","RC_EW_2963","4","Traditional high streets and market towns","4.2","Indie high streets"
"426","RC_EW_2969","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"427","RC_EW_2977","4","Traditional high streets and market towns","4.2","Indie high streets"
"428","RC_EW_2979","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"429","RC_EW_2982","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"430","RC_EW_2987","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"431","RC_EW_2994","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"432","RC_EW_2998","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"433","RC_EW_3007","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"434","RC_EW_3012","4","Traditional high streets and market towns","4.2","Indie high streets"
"435","RC_EW_3014","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"436","RC_EW_3016","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"437","RC_EW_302","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"438","RC_EW_3031","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"439","RC_EW_3045","4","Traditional high streets and market towns","4.2","Indie high streets"
"440","RC_EW_3051","4","Traditional high streets and market towns","4.2","Indie high streets"
"441","RC_EW_3053","4","Traditional high streets and market towns","4.2","Indie high streets"
"442","RC_EW_3056","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"443","RC_EW_3064","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"444","RC_EW_3065","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"445","RC_EW_3066","4","Traditional high streets and market towns","4.2","Indie high streets"
"446","RC_EW_307","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"447","RC_EW_3072","4","Traditional high streets and market towns","4.2","Indie high streets"
"448","RC_EW_3074","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"449","RC_EW_3077","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"450","RC_EW_3079","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"451","RC_EW_3081","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"452","RC_EW_3083","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"453","RC_EW_3085","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"454","RC_EW_3091","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"455","RC_EW_3094","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"456","RC_EW_3096","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"457","RC_EW_31","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"458","RC_EW_3101","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"459","RC_EW_3102","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"460","RC_EW_3109","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"461","RC_EW_3115","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"462","RC_EW_3118","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"463","RC_EW_3124","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"464","RC_EW_3129","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"465","RC_EW_3130","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"466","RC_EW_3134","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"467","RC_EW_3138","4","Traditional high streets and market towns","4.2","Indie high streets"
"468","RC_EW_3142","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"469","RC_EW_3143","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"470","RC_EW_3150","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"471","RC_EW_3162","4","Traditional high streets and market towns","4.2","Indie high streets"
"472","RC_EW_3177","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"473","RC_EW_3183","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"474","RC_EW_3189","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"475","RC_EW_319","4","Traditional high streets and market towns","4.2","Indie high streets"
"476","RC_EW_3210","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"477","RC_EW_3218","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"478","RC_EW_3229","4","Traditional high streets and market towns","4.2","Indie high streets"
"479","RC_EW_3244","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"480","RC_EW_3248","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"481","RC_EW_3251","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"482","RC_EW_3254","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"483","RC_EW_3255","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"484","RC_EW_3265","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"485","RC_EW_327","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"486","RC_EW_3272","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"487","RC_EW_3273","4","Traditional high streets and market towns","4.2","Indie high streets"
"488","RC_EW_3298","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"489","RC_EW_33","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"490","RC_EW_3301","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"491","RC_EW_3305","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"492","RC_EW_3306","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"493","RC_EW_331","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"494","RC_EW_3313","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"495","RC_EW_3314","4","Traditional high streets and market towns","4.2","Indie high streets"
"496","RC_EW_3319","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"497","RC_EW_3323","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"498","RC_EW_3333","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"499","RC_EW_3334","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"500","RC_EW_3337","4","Traditional high streets and market towns","4.2","Indie high streets"
"501","RC_EW_3344","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"502","RC_EW_3347","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"503","RC_EW_3352","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"504","RC_EW_3360","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"505","RC_EW_3362","4","Traditional high streets and market towns","4.2","Indie high streets"
"506","RC_EW_3369","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"507","RC_EW_3375","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"508","RC_EW_3380","4","Traditional high streets and market towns","4.2","Indie high streets"
"509","RC_EW_3381","4","Traditional high streets and market towns","4.2","Indie high streets"
"510","RC_EW_3390","4","Traditional high streets and market towns","4.2","Indie high streets"
"511","RC_EW_3391","4","Traditional high streets and market towns","4.2","Indie high streets"
"512","RC_EW_3392","4","Traditional high streets and market towns","4.2","Indie high streets"
"513","RC_EW_3396","4","Traditional high streets and market towns","4.2","Indie high streets"
"514","RC_EW_3397","4","Traditional high streets and market towns","4.2","Indie high streets"
"515","RC_EW_3403","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"516","RC_EW_3405","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"517","RC_EW_3411","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"518","RC_EW_3416","4","Traditional high streets and market towns","4.2","Indie high streets"
"519","RC_EW_3417","4","Traditional high streets and market towns","4.2","Indie high streets"
"520","RC_EW_3424","4","Traditional high streets and market towns","4.2","Indie high streets"
"521","RC_EW_3429","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"522","RC_EW_3432","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"523","RC_EW_3441","4","Traditional high streets and market towns","4.2","Indie high streets"
"524","RC_EW_3442","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"525","RC_EW_3447","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"526","RC_EW_3465","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"527","RC_EW_3467","4","Traditional high streets and market towns","4.2","Indie high streets"
"528","RC_EW_3470","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"529","RC_EW_3474","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"530","RC_EW_3476","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"531","RC_EW_3488","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"532","RC_EW_3493","4","Traditional high streets and market towns","4.2","Indie high streets"
"533","RC_EW_3496","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"534","RC_EW_3497","4","Traditional high streets and market towns","4.2","Indie high streets"
"535","RC_EW_3501","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"536","RC_EW_3503","4","Traditional high streets and market towns","4.2","Indie high streets"
"537","RC_EW_3504","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"538","RC_EW_3507","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"539","RC_EW_3508","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"540","RC_EW_351","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"541","RC_EW_3514","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"542","RC_EW_3522","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"543","RC_EW_3523","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"544","RC_EW_3526","4","Traditional high streets and market towns","4.2","Indie high streets"
"545","RC_EW_3529","4","Traditional high streets and market towns","4.2","Indie high streets"
"546","RC_EW_3532","4","Traditional high streets and market towns","4.2","Indie high streets"
"547","RC_EW_3533","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"548","RC_EW_3538","4","Traditional high streets and market towns","4.2","Indie high streets"
"549","RC_EW_3543","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"550","RC_EW_3546","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"551","RC_EW_3560","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"552","RC_EW_3565","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"553","RC_EW_3569","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"554","RC_EW_357","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"555","RC_EW_358","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"556","RC_EW_3580","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"557","RC_EW_3588","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"558","RC_EW_36","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"559","RC_EW_3603","4","Traditional high streets and market towns","4.2","Indie high streets"
"560","RC_EW_3604","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"561","RC_EW_3608","4","Traditional high streets and market towns","4.2","Indie high streets"
"562","RC_EW_3615","4","Traditional high streets and market towns","4.2","Indie high streets"
"563","RC_EW_3616","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"564","RC_EW_3620","4","Traditional high streets and market towns","4.2","Indie high streets"
"565","RC_EW_3625","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"566","RC_EW_3626","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"567","RC_EW_363","4","Traditional high streets and market towns","4.2","Indie high streets"
"568","RC_EW_3631","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"569","RC_EW_3636","4","Traditional high streets and market towns","4.2","Indie high streets"
"570","RC_EW_3638","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"571","RC_EW_3642","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"572","RC_EW_3644","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"573","RC_EW_3645","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"574","RC_EW_3646","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"575","RC_EW_3656","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"576","RC_EW_3659","4","Traditional high streets and market towns","4.2","Indie high streets"
"577","RC_EW_3670","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"578","RC_EW_3682","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"579","RC_EW_3687","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"580","RC_EW_369","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"581","RC_EW_3693","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"582","RC_EW_3694","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"583","RC_EW_3695","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"584","RC_EW_3697","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"585","RC_EW_3699","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"586","RC_EW_3706","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"587","RC_EW_3707","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"588","RC_EW_3712","4","Traditional high streets and market towns","4.2","Indie high streets"
"589","RC_EW_3716","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"590","RC_EW_3722","4","Traditional high streets and market towns","4.2","Indie high streets"
"591","RC_EW_3723","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"592","RC_EW_3727","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"593","RC_EW_3732","4","Traditional high streets and market towns","4.2","Indie high streets"
"594","RC_EW_3736","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"595","RC_EW_374","4","Traditional high streets and market towns","4.2","Indie high streets"
"596","RC_EW_3741","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"597","RC_EW_3744","4","Traditional high streets and market towns","4.2","Indie high streets"
"598","RC_EW_3747","4","Traditional high streets and market towns","4.2","Indie high streets"
"599","RC_EW_3753","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"600","RC_EW_3754","4","Traditional high streets and market towns","4.2","Indie high streets"
"601","RC_EW_3755","4","Traditional high streets and market towns","4.2","Indie high streets"
"602","RC_EW_3759","4","Traditional high streets and market towns","4.2","Indie high streets"
"603","RC_EW_3764","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"604","RC_EW_3767","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"605","RC_EW_3770","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"606","RC_EW_3773","4","Traditional high streets and market towns","4.2","Indie high streets"
"607","RC_EW_3775","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"608","RC_EW_3781","4","Traditional high streets and market towns","4.2","Indie high streets"
"609","RC_EW_3785","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"610","RC_EW_379","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"611","RC_EW_3797","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"612","RC_EW_3798","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"613","RC_EW_380","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"614","RC_EW_3800","4","Traditional high streets and market towns","4.2","Indie high streets"
"615","RC_EW_3806","4","Traditional high streets and market towns","4.2","Indie high streets"
"616","RC_EW_3813","4","Traditional high streets and market towns","4.2","Indie high streets"
"617","RC_EW_3814","4","Traditional high streets and market towns","4.2","Indie high streets"
"618","RC_EW_3816","4","Traditional high streets and market towns","4.2","Indie high streets"
"619","RC_EW_3830","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"620","RC_EW_3831","4","Traditional high streets and market towns","4.2","Indie high streets"
"621","RC_EW_3832","4","Traditional high streets and market towns","4.2","Indie high streets"
"622","RC_EW_3834","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"623","RC_EW_3841","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"624","RC_EW_3851","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"625","RC_EW_3862","4","Traditional high streets and market towns","4.2","Indie high streets"
"626","RC_EW_3864","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"627","RC_EW_3873","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"628","RC_EW_3875","4","Traditional high streets and market towns","4.2","Indie high streets"
"629","RC_EW_3879","4","Traditional high streets and market towns","4.2","Indie high streets"
"630","RC_EW_3883","4","Traditional high streets and market towns","4.2","Indie high streets"
"631","RC_EW_3884","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"632","RC_EW_3885","4","Traditional high streets and market towns","4.2","Indie high streets"
"633","RC_EW_3887","4","Traditional high streets and market towns","4.2","Indie high streets"
"634","RC_EW_3888","4","Traditional high streets and market towns","4.2","Indie high streets"
"635","RC_EW_3889","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"636","RC_EW_389","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"637","RC_EW_3890","4","Traditional high streets and market towns","4.2","Indie high streets"
"638","RC_EW_3892","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"639","RC_EW_3893","4","Traditional high streets and market towns","4.2","Indie high streets"
"640","RC_EW_3898","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"641","RC_EW_39","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"642","RC_EW_3903","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"643","RC_EW_391","4","Traditional high streets and market towns","4.2","Indie high streets"
"644","RC_EW_3911","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"645","RC_EW_3917","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"646","RC_EW_3921","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"647","RC_EW_3927","4","Traditional high streets and market towns","4.2","Indie high streets"
"648","RC_EW_393","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"649","RC_EW_3934","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"650","RC_EW_3939","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"651","RC_EW_394","4","Traditional high streets and market towns","4.2","Indie high streets"
"652","RC_EW_3947","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"653","RC_EW_3949","4","Traditional high streets and market towns","4.2","Indie high streets"
"654","RC_EW_3959","4","Traditional high streets and market towns","4.2","Indie high streets"
"655","RC_EW_3961","4","Traditional high streets and market towns","4.2","Indie high streets"
"656","RC_EW_3966","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"657","RC_EW_3969","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"658","RC_EW_3973","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"659","RC_EW_3980","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"660","RC_EW_3981","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"661","RC_EW_3984","4","Traditional high streets and market towns","4.2","Indie high streets"
"662","RC_EW_3985","4","Traditional high streets and market towns","4.2","Indie high streets"
"663","RC_EW_3989","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"664","RC_EW_3991","4","Traditional high streets and market towns","4.2","Indie high streets"
"665","RC_EW_3999","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"666","RC_EW_400","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"667","RC_EW_4004","4","Traditional high streets and market towns","4.2","Indie high streets"
"668","RC_EW_4011","4","Traditional high streets and market towns","4.2","Indie high streets"
"669","RC_EW_4017","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"670","RC_EW_4024","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
